UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air temperature [K]_roll_mean,Air temperature [K]_roll_std,Air temperature [K]_roll_var,Process temperature [K]_roll_mean,Process temperature [K]_roll_std,Process temperature [K]_roll_var,Rotational speed [rpm]_roll_mean,Rotational speed [rpm]_roll_std,Rotational speed [rpm]_roll_var,Torque [Nm]_roll_mean,Torque [Nm]_roll_std,Torque [Nm]_roll_var,Tool wear [min]_roll_mean,Tool wear [min]_roll_std,Tool wear [min]_roll_var,timestamp,ambient_temperature,humidity,factory_load
270,L47449,L,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,297.96,0.0547722557554549,0.0030000000005409,308.04,0.0547722557400698,0.0029999999988556,1634.4,230.26680177567923,53022.79999999995,32.739999999999995,9.431489808084336,88.95299999999872,41.4,5.594640292279746,31.300000000000004,2024-01-03 19:15:00,30.0,69.49,86.15
271,H29684,H,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,297.96,0.0547722557554549,0.0030000000005409,308.02,0.0447213595368545,0.0019999999988246,1647.6,218.9538764214965,47940.799999999945,33.24,9.780235170996596,95.6529999999988,44.6,5.594640292279746,31.300000000000004,2024-01-03 19:30:00,26.39,52.53,82.59
272,M15131,M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,297.98,0.0836660026565069,0.0070000000005186,308.02000000000004,0.0447213595368545,0.0019999999988246,1650.0,216.15735009478612,46723.99999999995,32.66,9.064656639939468,82.1679999999987,48.4,5.594640292279746,31.300000000000004,2024-01-03 19:45:00,31.58,53.51,100.0
273,L47452,L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,298.02,0.0836660026562352,0.0070000000004731,308.04,0.0547722557400497,0.0029999999988534,1556.0,139.5134402127621,19463.99999999995,36.52,6.716546731766204,45.11199999999928,51.8,5.8906705900092575,34.70000000000002,2024-01-03 20:00:00,29.51,52.02,74.87
274,L47453,L,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,298.06000000000006,0.0547722557544405,0.0030000000004298,308.04,0.0547722557400497,0.0029999999988534,1481.2,42.558195450464645,1811.1999999999496,40.76,3.281463088318978,10.767999999999924,55.2,5.118593556827893,26.20000000000002,2024-01-03 20:15:00,40.47,76.96,89.68
275,L47454,L,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,298.08000000000004,0.044721359554582,0.0020000000004102,308.04,0.0547722557400497,0.0029999999988534,1506.8,88.47146432607495,7827.199999999952,39.06,6.418566818223494,41.19799999999967,58.0,4.690415759823432,22.00000000000001,2024-01-03 20:30:00,37.87,55.79,90.8
276,L47455,L,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,298.08000000000004,0.044721359554582,0.0020000000004102,308.04,0.0547722557400497,0.0029999999988534,1483.0,99.36800289831709,9873.999999999953,42.08,9.532942882447168,90.87700000000012,60.8,3.4928498393145984,12.200000000000015,2024-01-03 20:45:00,31.93,80.59,71.39
277,M15136,M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,298.06000000000006,0.0547722557544405,0.0030000000004298,308.0,0.0707106781101531,0.0049999999987976,1542.6,151.7095909954277,23015.79999999996,39.24,11.844534604618271,140.29299999999972,63.0,3.162277660168382,10.00000000000002,2024-01-03 21:00:00,26.18,86.75,67.0
278,H29691,H,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,298.04,0.0547722557546247,0.00300000000045,307.98,0.0447213595362189,0.0019999999987677,1541.6,152.20808125720512,23167.29999999996,41.3,12.941599592013349,167.485,65.2,3.4928498393145984,12.200000000000015,2024-01-03 21:15:00,24.44,48.92,87.64
279,M15138,M,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,298.02,0.0447213595552588,0.0020000000004707,307.98,0.0447213595362189,0.0019999999987677,1580.4,139.57542763681565,19481.299999999963,37.98,13.549428032208578,183.5869999999996,68.0,4.690415759823432,22.00000000000001,2024-01-03 21:30:00,35.96,30.0,74.48
280,L47459,L,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,298.0,0.0,0.0,308.0,0.0707106781101325,0.0049999999987947,1613.8,176.1751968921845,31037.699999999968,36.96,14.593251865160124,212.96299999999948,71.0,5.4313902456001095,29.50000000000001,2024-01-03 21:45:00,31.31,75.67,73.53
281,M15140,M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,298.02,0.0447213595552588,0.0020000000004707,308.02000000000004,0.0836660026463565,0.0069999999988201,1624.8,160.5948317972903,25790.699999999968,34.760000000000005,11.814948159005995,139.5929999999992,74.0,5.4313902456001095,29.50000000000001,2024-01-03 22:00:00,32.4,54.87,91.49
282,L47461,L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,298.04,0.0547722557546247,0.00300000000045,308.04,0.0547722557399498,0.0029999999988424,1600.0,145.2704374606202,21103.499999999967,36.74,10.89967889435278,118.80299999999946,77.2,4.969909455915672,24.70000000000001,2024-01-03 22:15:00,21.28,47.01,83.81
283,M15142,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,298.06000000000006,0.0547722557544405,0.0030000000004298,308.06,0.0547722557401807,0.0029999999988677,1582.2,167.5476051753649,28072.199999999968,36.56,10.615224915186648,112.68299999999938,80.2,3.96232255123179,15.7,2024-01-03 22:30:00,34.64,51.17,97.59
284,L47463,L,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,298.1,0.0707106781214022,0.0050000000003885,308.1,0.0707106781109997,0.0049999999989174,1552.0,172.56448070214208,29778.499999999967,39.28,10.04922882613386,100.98699999999975,82.8,3.96232255123179,15.7,2024-01-03 22:45:00,32.27,53.78,90.29
285,L47464,L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,298.14,0.0547722557536874,0.0030000000003473,308.14,0.1140175425053792,0.0129999999989659,1598.4,267.423446989975,71515.29999999996,38.44,11.741507569302998,137.8629999999996,85.2,3.96232255123179,15.7,2024-01-03 23:00:00,24.45,79.46,88.35
286,L47465,L,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,298.16,0.0547722557535149,0.0030000000003284,308.18,0.1303840481002701,0.0169999999990135,1620.8,257.0013618640959,66049.69999999995,36.9,11.378488476067432,129.46999999999937,87.6,3.646916505762094,13.300000000000002,2024-01-03 23:15:00,27.64,62.4,90.43
287,L47466,L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,298.18,0.0447213595534698,0.0020000000003107,308.24,0.0894427190948498,0.0079999999990802,1613.4,257.34665336856426,66227.29999999996,36.24,11.502521462705438,132.30799999999925,89.8,3.492849839314598,12.200000000000014,2024-01-03 23:30:00,31.32,79.25,80.62
288,L47467,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,298.2,0.0,0.0,308.28000000000003,0.0447213595402498,0.0019999999991282,1696.4,233.059649017156,54316.79999999995,32.6,8.669486720677227,75.15999999999877,92.0,3.162277660168382,10.000000000000018,2024-01-03 23:45:00,30.26,67.41,83.97
289,H29702,H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,298.2,0.0,0.0,308.32,0.0447213595407868,0.0019999999991763,1679.6,255.4971624108572,65278.79999999993,32.44,8.433741755590978,71.12799999999878,94.0,3.162277660168382,10.000000000000018,2024-01-04 00:00:00,28.54,55.36,83.19
290,L47469,L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,298.18,0.0447213595534412,0.0020000000003081,308.34000000000003,0.0547722557432293,0.0029999999992017,1556.6,163.45733388257597,26718.29999999992,37.940000000000005,6.35043305609937,40.327999999999584,96.6,4.219004621945801,17.80000000000003,2024-01-04 00:15:00,29.48,54.14,80.68
291,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,298.16,0.0547722557534578,0.0030000000003221,308.36,0.0547722557434719,0.0029999999992282,1530.6,171.33972102230095,29357.29999999992,39.86,7.031927189611669,49.447999999999865,99.2,4.6583258795408495,21.70000000000003,2024-01-04 00:30:00,28.74,68.42,94.93
292,L47471,L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,298.12,0.083666002655512,0.0070000000003521,308.36,0.0547722557434719,0.0029999999992282,1507.4,169.2964854921682,28661.299999999912,41.74,5.984814115743292,35.818000000000154,101.8,4.6583258795408495,21.70000000000003,2024-01-04 00:45:00,30.76,72.31,88.38
293,L47472,L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,298.1,0.0707106781212509,0.0050000000003671,308.38,0.0447213595416782,0.001999999999256,1413.4,53.90083487293979,2905.299999999922,43.46,2.6472627372439623,7.008000000000397,104.4,4.219004621945801,17.800000000000026,2024-01-04 01:00:00,37.36,74.95,87.65
294,H29707,H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,298.08000000000004,0.0447213595542817,0.0020000000003833,308.4,0.0707106781135852,0.004999999999283,1414.8,53.06316990154208,2815.699999999921,43.98,2.592682009040149,6.722000000000464,107.0,3.1622776601683817,10.000000000000014,2024-01-04 01:15:00,20.0,56.08,78.25
295,M15154,M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,298.08000000000004,0.0447213595542817,0.0020000000003833,308.42,0.0836660026492745,0.0069999999993084,1402.0,54.37370688117485,2956.499999999921,44.86,4.071609018557722,16.57800000000058,109.6,4.219004621945801,17.800000000000026,2024-01-04 01:30:00,28.82,62.63,76.95
296,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,298.08000000000004,0.0447213595542817,0.0020000000003833,308.46,0.1140175425071002,0.0129999999993584,1457.6,153.02712177911445,23417.299999999927,41.88,7.447617068566309,55.46700000000023,112.4,4.979959839195495,24.800000000000026,2024-01-04 01:45:00,30.88,68.76,77.86
297,L47476,L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,298.08000000000004,0.0447213595542817,0.0020000000003833,308.5,0.0707106781144539,0.0049999999994059,1442.0,155.0274169300383,24033.499999999927,42.6,7.704219623037775,59.35500000000032,115.4,5.412947441089743,29.3,2024-01-04 02:00:00,31.48,54.24,92.72
298,L47477,L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,298.06000000000006,0.0547722557541518,0.0030000000003982,308.52000000000004,0.0447213595435975,0.0019999999994277,1517.6,179.96471876453987,32387.29999999993,39.62,11.028916537901624,121.63699999999994,118.4,5.128352561983232,26.29999999999998,2024-01-04 02:15:00,28.14,42.98,79.73
299,H29712,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,298.02,0.0836660026559587,0.0070000000004269,308.52000000000004,0.0447213595435975,0.0019999999994277,1665.0,307.7945743511408,94737.49999999994,34.4,13.79420168041628,190.2799999999993,121.4,3.974921382870353,15.79999999999996,2024-01-04 02:30:00,21.22,47.91,90.8
300,M15159,M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,297.96000000000004,0.1140175425119536,0.0130000000004651,308.48,0.1095445114981947,0.0119999999993781,1704.0,271.6155371108213,73774.99999999994,31.3,10.435755842295222,108.90499999999888,124.4,4.5055521304275175,20.29999999999994,2024-01-04 02:45:00,31.64,56.38,80.58
301,L47480,L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,297.9,0.1000000000025008,0.0100000000005001,308.43999999999994,0.0894427190962277,0.0079999999993267,1685.2,273.821474687432,74978.19999999994,32.82,10.87092452370078,118.17699999999904,127.4,4.979959839195485,24.79999999999992,2024-01-04 03:00:00,38.64,69.93,90.52
302,L47481,L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,297.84000000000003,0.1140175425122864,0.013000000000541,308.42,0.0836660026492359,0.0069999999993019,1754.2,220.7344558513689,48723.69999999993,29.0,7.959899496852869,63.35999999999856,130.2,5.118593556827884,26.19999999999993,2024-01-04 03:15:00,22.33,78.88,93.85
303,H29716,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,297.8,0.0707106781226557,0.0050000000005658,308.4,0.0707106781135475,0.0049999999992777,1714.0,246.869398670633,60944.499999999935,30.96,8.027328322673666,64.43799999999881,133.0,4.690415759823424,21.999999999999957,2024-01-04 03:30:00,34.32,39.66,74.36
304,M15163,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,297.78,0.0447213595564743,0.0020000000005794,308.38,0.0447213595416559,0.001999999999254,1584.0,102.80807361292172,10569.499999999936,35.92,5.951638429877893,35.42199999999939,136.4,4.5055521304275175,20.29999999999994,2024-01-04 03:45:00,28.36,51.04,85.28
305,L47484,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,297.78000000000003,0.0447213595564743,0.0020000000005794,308.4,0.0,0.0,1618.0,122.08398748402648,14904.499999999936,34.3,7.05974503788906,49.83999999999921,139.4,4.979959839195485,24.79999999999992,2024-01-04 04:00:00,29.69,54.63,94.98
306,L47485,L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,297.78000000000003,0.0447213595564743,0.0020000000005794,308.4,0.0,0.0,1719.4,259.4769739302505,67328.29999999993,30.48,9.197934550756422,84.60199999999875,142.2,5.118593556827884,26.19999999999993,2024-01-04 04:15:00,24.74,71.92,67.23
307,L47486,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,297.8,0.0,0.0,308.4,0.0,0.0,1646.2,300.5822682727641,90349.69999999992,34.480000000000004,11.436870201239463,130.80199999999925,145.0,4.690415759823424,21.999999999999957,2024-01-04 04:30:00,28.33,52.08,84.03
308,M15167,M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,297.8,0.0,0.0,308.4,0.0,0.0,1659.6,294.53658516388066,86751.79999999993,34.78,11.47680269064513,131.71699999999927,147.8,3.4928498393145877,12.19999999999994,2024-01-04 04:45:00,36.5,53.55,75.4
309,L47488,L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,297.82000000000005,0.0447213595561915,0.0020000000005541,308.42,0.0447213595421929,0.001999999999302,1624.8,329.42252503433934,108519.19999999994,35.52,12.271389489377288,150.58699999999936,150.2,3.4928498393145877,12.19999999999994,2024-01-04 05:00:00,32.91,38.82,65.63
310,M15169,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,297.84000000000003,0.0547722557554725,0.0030000000005428,308.43999999999994,0.0547722557443716,0.0029999999993268,1567.2,330.0775666415395,108951.19999999994,38.18,11.51659671951743,132.63199999999964,152.4,3.6469165057620874,13.299999999999946,2024-01-04 05:15:00,38.66,67.25,90.98
311,H29724,H,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,297.88,0.0836660026565286,0.0070000000005222,308.48,0.0836660026496919,0.0069999999993782,1446.6,110.86162546165352,12290.299999999945,42.7,4.506661735697512,20.310000000000112,154.8,3.96232255123178,15.69999999999992,2024-01-04 05:30:00,35.89,57.58,91.73
312,M15171,M,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,297.92,0.083666002656408,0.007000000000502,308.52,0.0836660026499858,0.0069999999994274,1462.4,103.29956437468626,10670.799999999948,42.1,3.93827373350305,15.510000000000051,157.8,4.9699094559156585,24.699999999999875,2024-01-04 05:45:00,32.2,50.19,87.22
313,L47492,L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,297.94,0.0547722557550275,0.0030000000004941,308.56000000000006,0.0547722557457246,0.002999999999475,1440.2,81.63148902231265,6663.699999999952,41.98,4.15114442051828,17.23200000000005,161.0,5.431390245600094,29.49999999999985,2024-01-04 06:00:00,38.72,56.11,71.99
314,L47493,L,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,297.96,0.0547722557549471,0.0030000000004853,308.58000000000004,0.0447213595444157,0.0019999999995009,1441.8,78.33070917590334,6135.699999999948,42.7,5.405552700695841,29.2200000000001,164.0,5.431390245600094,29.49999999999985,2024-01-04 06:15:00,32.19,76.9,94.64
315,M15174,M,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,297.96,0.0547722557549471,0.0030000000004853,308.58000000000004,0.0447213595444157,0.0019999999995009,1412.0,100.19730535298817,10039.499999999947,45.14,6.884620541467795,47.39800000000032,167.0,4.690415759823414,21.99999999999985,2024-01-04 06:30:00,34.14,44.93,98.0
316,L47495,L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,297.94,0.0547722557550106,0.0030000000004923,308.5400000000001,0.0894427190969292,0.0079999999994521,1436.0,140.56848864521504,19759.49999999995,44.9,7.049113419430864,49.69000000000029,170.0,3.8078865529319352,14.499999999999854,2024-01-04 06:45:00,28.52,47.38,85.53
317,L47496,L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,297.9,0.0707106781222015,0.0050000000005015,308.5,0.0999999999970281,0.0099999999994056,1488.2,188.6854525394047,35602.199999999946,42.72,8.821111041133092,77.81200000000013,172.4,3.6469165057620727,13.299999999999846,2024-01-04 07:00:00,30.33,78.78,76.75
318,L47497,L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,297.88,0.0836660026564208,0.0070000000005042,308.46000000000004,0.0894427190964208,0.0079999999993612,1531.6,206.94999395989348,42828.29999999995,41.2,10.719141756689291,114.9,174.6,3.6469165057620727,13.299999999999846,2024-01-04 07:15:00,26.51,61.14,74.24
319,L47498,L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,297.84,0.0547722557551741,0.0030000000005102,308.42,0.044721359542382,0.001999999999319,1571.4,170.2874041143383,28997.79999999996,39.02,9.292039603875988,86.34199999999984,176.8,3.492849839314573,12.19999999999984,2024-01-04 07:30:00,34.95,70.05,84.74
320,L47499,L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,297.82000000000005,0.0447213595557561,0.0020000000005152,308.4,0.0,0.0,1633.8,78.28282059302636,6128.1999999999525,34.84,5.254807322823504,27.61299999999952,179.0,3.162277660168351,9.999999999999822,2024-01-04 07:45:00,24.11,66.03,82.59
321,H29734,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,297.8,0.0,0.0,308.4,0.0,0.0,1614.6,85.94067721399425,7385.799999999951,34.36,4.674719242906409,21.85299999999948,181.0,3.162277660168351,9.999999999999822,2024-01-04 08:00:00,33.91,59.47,78.21
322,L47501,L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,297.8,0.0,0.0,308.4,0.0,0.0,1575.4,72.99178035916064,5327.79999999995,34.220000000000006,4.728318940173079,22.35699999999947,183.6,4.2190046219457775,17.799999999999834,2024-01-04 08:15:00,29.05,54.78,70.72
323,L47502,L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,297.8,0.0,0.0,308.42,0.044721359542382,0.001999999999319,1528.0,59.7829407105401,3573.999999999953,36.54,3.938654592624192,15.51299999999964,186.2,4.658325879540832,21.69999999999986,2024-01-04 08:30:00,35.86,72.47,88.84
324,L47503,L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,297.8,0.0,0.0,308.43999999999994,0.0547722557444792,0.0029999999993386,1537.8,60.5161135566384,3662.1999999999534,37.82,5.870008517881362,34.456999999999745,188.8,4.658325879540832,21.69999999999986,2024-01-04 08:45:00,33.75,77.44,100.0
325,M15184,M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,297.8,0.0,0.0,308.4599999999999,0.0547722557446634,0.0029999999993588,1513.0,46.22769732530437,2136.9999999999527,39.78,5.063299319613637,25.63699999999992,191.4,4.2190046219457775,17.799999999999834,2024-01-04 09:00:00,39.1,76.26,83.58
326,L47505,L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,297.8,0.0,0.0,308.48,0.0447213595430588,0.0019999999993795,1542.8,96.61107596958,9333.699999999955,37.7,7.448825410761063,55.48499999999972,194.2,3.492849839314573,12.19999999999984,2024-01-04 09:15:00,33.65,42.22,98.93
327,L47506,L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,297.78000000000003,0.0447213595559118,0.0020000000005291,308.5,0.0,0.0,1539.4,97.99132614675626,9602.299999999956,39.48,6.9416856742436766,48.18699999999989,196.4,3.6469165057620727,13.299999999999846,2024-01-04 09:30:00,22.14,79.57,87.0
328,L47507,L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,297.76,0.0547722557554225,0.0030000000005374,308.5,0.0,0.0,1524.4,118.9739467278444,14154.79999999996,42.81999999999999,10.40706490803244,108.30700000000022,198.6,3.6469165057620727,13.299999999999846,2024-01-04 09:45:00,29.67,54.63,81.46
329,H29742,H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,297.72,0.0836660026567193,0.0070000000005541,308.48,0.0447213595430588,0.0019999999993795,1552.8,144.1742001885218,20786.19999999996,39.84,11.2597957352698,126.783,200.8,3.492849839314573,12.19999999999984,2024-01-04 10:00:00,24.14,48.67,76.65
330,H29743,H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,297.7,0.0707106781226432,0.005000000000564,308.48,0.0447213595430588,0.0019999999993795,1599.2,155.02967457877205,24034.19999999996,37.44,11.967581209250255,143.2229999999998,203.6,4.2190046219457775,17.799999999999834,2024-01-04 10:15:00,27.41,57.46,74.0
331,M15190,M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,297.66,0.0547722557558656,0.0030000000005859,308.46000000000004,0.0547722557446634,0.0029999999993588,1539.0,164.7255292903925,27134.49999999996,40.260000000000005,10.724877621679422,115.02300000000004,206.8,5.674504383644426,32.19999999999981,2024-01-04 10:30:00,37.56,72.47,89.74
332,M15191,M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,297.64,0.054772255755981,0.0030000000005986,308.44,0.0547722557444792,0.0029999999993386,1517.0,177.88901034071768,31644.49999999996,42.36,11.960685599078348,143.0580000000002,210.2,6.379655163094618,40.69999999999982,2024-01-04 10:45:00,33.19,68.11,77.13
333,M15192,M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,297.62,0.0447213595568429,0.0020000000006124,308.4,0.0707106781136862,0.0049999999992973,1550.0,158.77499803180586,25209.49999999996,39.06,8.89960673288432,79.20299999999992,169.6,94.93840108196471,9013.3,2024-01-04 11:00:00,26.51,56.17,82.29
334,L47513,L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,297.6,0.0707106781230778,0.0050000000006255,308.36,0.1140175425066465,0.0129999999992549,1538.8,146.80837850749515,21552.69999999996,39.040000000000006,8.921210680171155,79.5879999999999,129.2,116.6134640596874,13598.7,2024-01-04 11:15:00,24.93,72.56,80.99
335,M15194,M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,297.56000000000006,0.0547722557564733,0.0030000000006525,308.28000000000003,0.1303840481008608,0.0169999999991675,1488.6,106.82836701925176,11412.299999999956,42.02,7.476429629174618,55.89700000000011,88.2,117.13966023512276,13721.7,2024-01-04 11:30:00,30.16,62.1,94.6
336,L47515,L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,297.52000000000004,0.0836660026574785,0.0070000000006812,308.22,0.1303840481006205,0.0169999999991049,1558.8,141.95844462376996,20152.19999999996,38.82,10.395046897441102,108.05699999999987,46.8,95.74810703089642,9167.699999999995,2024-01-04 11:45:00,23.92,51.41,88.45
337,M15196,M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,297.52,0.0836660026574785,0.0070000000006812,308.18,0.0836660026478227,0.0069999999990654,1679.6,206.0092230945012,42439.79999999997,32.54,9.99464856810881,99.89299999999947,5.2,3.962322551231335,15.699999999996397,2024-01-04 12:00:00,26.64,49.38,81.3
338,L47517,L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,297.52000000000004,0.0836660026574785,0.0070000000006812,308.18,0.0836660026478227,0.0069999999990654,1720.4,190.5775432730729,36319.79999999998,30.04,9.125130136058296,83.26799999999933,7.8,3.962322551231345,15.699999999996471,2024-01-04 12:15:00,31.56,66.15,98.56
339,L47518,L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,297.52,0.0836660026574785,0.0070000000006812,308.18,0.0836660026478227,0.0069999999990654,1703.6,202.02425596942555,40813.79999999997,31.42,9.855810468956848,97.1369999999994,10.2,3.962322551231353,15.69999999999654,2024-01-04 12:30:00,35.78,58.76,83.51
340,M15199,M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,297.52,0.0836660026574785,0.0070000000006812,308.2,0.070710678112197,0.0049999999990867,1752.4,155.24110280463734,24099.79999999998,28.9,6.677948786865567,44.5949999999993,12.6,3.6469165057616286,13.299999999996606,2024-01-04 12:45:00,33.04,39.37,77.15
341,L47520,L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,297.52,0.0836660026574785,0.0070000000006812,308.2,0.070710678112197,0.0049999999990867,1697.4,199.22926491858567,39692.29999999999,31.6,7.797114851020179,60.79499999999943,15.0,3.807886552931517,14.499999999996673,2024-01-04 13:00:00,20.0,72.71,74.73
342,M15201,M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,297.48,0.0836660026576365,0.0070000000007076,308.2,0.070710678112197,0.0049999999990867,1604.4,117.24035141537234,13745.3,34.02,4.787692554874378,22.92199999999955,17.4,3.646916505761647,13.29999999999674,2024-01-04 13:15:00,31.52,52.8,81.89
343,L47522,L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,297.43999999999994,0.0547722557571764,0.0030000000007295,308.18,0.0447213595395491,0.0019999999990656,1550.2,98.93785928551316,9788.700000000004,37.78,5.848247600777501,34.2019999999998,19.8,3.962322551231387,15.699999999996807,2024-01-04 13:30:00,30.36,83.88,73.36
344,L47523,L,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,297.43999999999994,0.0547722557571764,0.0030000000007295,308.2,0.070710678112197,0.0049999999990867,1515.2,121.6293550093891,14793.700000000004,39.86,7.616954772085752,58.01799999999992,22.2,3.962322551231396,15.699999999996876,2024-01-04 13:45:00,32.07,38.96,84.14
345,M15204,M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,297.43999999999994,0.0547722557571764,0.0030000000007295,308.2,0.070710678112197,0.0049999999990867,1662.2,442.18796908102325,195530.2,36.18,14.007212427888703,196.2019999999997,24.6,3.646916505761675,13.299999999996944,2024-01-04 14:00:00,38.08,57.29,95.44
346,L47525,L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,297.4599999999999,0.0547722557570727,0.0030000000007181,308.24,0.0547722557425872,0.0029999999991313,1684.4,433.06962488726913,187549.3,34.879999999999995,13.935099569073758,194.18699999999964,27.0,3.807886552931562,14.499999999997016,2024-01-04 14:15:00,20.0,49.5,76.08
347,M15206,M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,297.48,0.0447213595579042,0.0020000000007073,308.26,0.0547722557427947,0.0029999999991541,1670.2,440.4982406321278,194038.7,37.4,14.545617896810016,211.57499999999985,29.4,3.646916505761694,13.299999999997084,2024-01-04 14:30:00,27.04,45.37,89.81
348,L47527,L,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,297.5,0.0,0.0,308.28,0.0447213595407987,0.0019999999991773,1684.8,433.3978541709684,187833.7,36.260000000000005,13.861385212164034,192.13799999999972,31.8,3.96232255123143,15.69999999999715,2024-01-04 14:45:00,32.95,52.7,93.68
349,L47528,L,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,297.52,0.0447213595576913,0.0020000000006883,308.28000000000003,0.0447213595407987,0.0019999999991773,1730.6,405.3866056001357,164338.3,32.88,12.041054771073815,144.9869999999995,34.2,3.962322551231439,15.699999999997218,2024-01-04 15:00:00,22.09,86.56,83.54
350,L47529,L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,297.54,0.0547722557567146,0.0030000000006789,308.3,0.0,0.0,1560.0,62.36184731067522,3888.999999999971,36.98,5.785066983190409,33.46699999999978,36.6,3.646916505761722,13.299999999997286,2024-01-04 15:15:00,37.38,62.15,75.52
351,H29764,H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,297.56,0.0547722557566342,0.0030000000006701,308.3,0.0,0.0,1523.0,91.76873105802416,8421.49999999997,39.260000000000005,6.016892885867248,36.2029999999999,38.8,3.4928498393142164,12.199999999997347,2024-01-04 15:30:00,31.84,48.12,83.23
